Age,Gender,Weight_kg,Height_cm,BMI,Activity_Level,Exercise_Type,MET,Target_Calories,Duration_minutes
48,Male,73.8,169.7,25.6,Lightly Active,Cycling,6.0,399,48.3
45,Male,76.7,164.2,28.4,Sedentary,Walking,3.5,351,69.0
40,Male,57.9,174.1,19.1,Moderately Active,Walking,3.5,666,180.0
42,Female,,158.5,23.3,Very Active,Walking,3.5,558,148.2
41,Female,51.9,,18.3,Sedentary,Running,8.0,694,96.7
21,Female,55.4,154.7,23.2,Moderately Active,Swimming,7.0,193,27.5
46,Male,72.3,168.1,25.6,Moderately Active,Swimming,7.0,292,17.4
52,Female,57.3,157.8,23.0,Moderately Active,Yoga,2.5,585,180.0
53,Female,51.1,154.2,21.5,Lightly Active,Running,8.0,172,27.5
39,Male,57.0,168.6,20.0,Moderately Active,Running,8.0,476,59.5
41,Female,,164.4,21.0,Lightly Active,Walking,3.5,638,172.9
46,Female,57.6,156.3,23.6,Sedentary,Yoga,2.5,298,119.0
43,Male,70.7,160.3,27.5,Lightly Active,Walking,3.5,210,47.9
46,Male,70.0,165.1,25.7,Sedentary,Running,8.0,241,21.6
20,Male,47.2,169.1,16.5,Lightly Active,Swimming,7.0,167,27.5
36,Female,53.2,149.7,23.7,Moderately Active,Walking,3.5,403,119.6
29,Female,45.4,155.5,18.8,Sedentary,Walking,3.5,486,180.0
57,Female,49.4,,20.3,Lightly Active,Swimming,7.0,284,39.8
42,Female,46.6,169.8,16.1,Sedentary,Running,8.0,491,70.5
60,Female,52.6,159.9,20.6,Sedentary,Walking,3.5,162,45.4
37,Female,65.3,157.6,26.3,Moderately Active,Running,8.0,689,85.3
45,Male,52.1,183.1,15.5,Sedentary,Running,8.0,454,59.8
43,Female,69.5,,27.9,Lightly Active,Walking,3.5,206,51.1
29,Male,62.1,179.2,19.3,Lightly Active,Swimming,7.0,219,30.4
42,Female,59.4,161.6,22.8,Lightly Active,Running,8.0,159,10.2
29,Female,47.3,152.2,20.4,Sedentary,Cycling,6.0,493,104.1
43,Female,60.6,158.8,24.0,Very Active,Running,8.0,660,82.7
33,Male,64.9,160.1,25.3,Lightly Active,Running,8.0,379,44.3
23,Female,48.8,151.1,21.3,Lightly Active,Swimming,7.0,579,91.3
39,Female,61.0,,24.5,Very Active,Yoga,2.5,165,55.0
37,Female,56.5,162.5,21.4,Moderately Active,Cycling,6.0,205,37.3
20,Male,78.3,174.7,25.7,Sedentary,Running,8.0,621,49.1
27,Female,68.5,160.0,26.8,Moderately Active,Yoga,2.5,411,135.3
54,Male,78.6,165.1,28.8,Moderately Active,Swimming,7.0,402,40.9
48,Female,50.4,,20.2,Moderately Active,Running,8.0,587,77.9
28,Female,65.3,159.8,25.6,Moderately Active,Running,8.0,314,33.5
54,Female,61.6,,28.2,Lightly Active,Walking,3.5,651,177.6
31,Male,74.8,172.2,25.2,Lightly Active,Walking,3.5,696,158.8
48,Female,45.4,164.4,16.8,Sedentary,Running,8.0,432,66.0
44,Male,80.9,162.5,30.7,Lightly Active,Swimming,7.0,423,45.4
51,Female,51.3,155.4,,Moderately Active,Walking,3.5,611,180.0
19,Male,43.8,169.7,15.2,Moderately Active,Cycling,6.0,421,96.0
50,Male,60.2,173.1,20.1,Sedentary,Cycling,6.0,422,71.8
43,Female,40.0,167.6,14.2,Lightly Active,Cycling,6.0,674,162.1
29,Male,56.8,169.1,19.9,Moderately Active,Walking,3.5,516,149.7
36,Female,64.6,155.4,26.7,Sedentary,Cycling,6.0,479,75.1
28,Female,64.4,162.9,24.3,Lightly Active,Cycling,6.0,314,52.2
42,Male,81.1,177.8,25.7,Moderately Active,Yoga,2.5,531,150.6
48,Female,43.8,155.8,18.0,Lightly Active,Cycling,6.0,325,73.9
27,Female,66.5,153.8,28.1,Lightly Active,Walking,3.5,577,138.7
18,Female,50.6,156.3,20.7,Lightly Active,Cycling,6.0,617,117.3
51,Male,82.3,171.0,28.2,Lightly Active,Walking,3.5,366,71.7
27,Female,64.3,151.4,28.1,Lightly Active,Running,8.0,361,38.8
37,Male,91.9,163.7,34.3,Lightly Active,Cycling,6.0,588,64.1
28,Female,71.5,150.1,31.7,Sedentary,Walking,3.5,408,86.6
32,Female,53.6,152.0,23.2,Lightly Active,Walking,3.5,484,145.3
37,Male,50.7,167.7,,Sedentary,Running,8.0,685,93.6
22,Female,53.6,155.2,22.3,Sedentary,Walking,3.5,453,144.3
52,Male,58.5,169.8,20.3,Sedentary,Swimming,7.0,300,43.2
52,Male,60.9,179.2,19.0,Moderately Active,Swimming,7.0,510,61.9
42,Male,73.9,172.1,25.0,Moderately Active,Swimming,7.0,331,35.8
30,Female,46.7,164.3,17.3,Moderately Active,Walking,3.5,225,74.5
51,Male,63.7,173.3,21.2,Very Active,Yoga,2.5,283,101.0
32,Female,63.1,161.6,24.1,Sedentary,Swimming,7.0,621,79.1
53,Male,69.6,174.7,22.8,Lightly Active,Yoga,2.5,695,180.0
43,Male,81.8,164.2,30.3,Lightly Active,Running,8.0,508,44.7
26,Female,49.1,151.4,21.4,Sedentary,Yoga,2.5,624,180.0
51,Female,54.8,150.5,24.2,Lightly Active,Running,8.0,321,43.5
21,Male,75.4,172.8,25.2,Lightly Active,Walking,3.5,533,113.2
20,Male,50.0,165.9,18.2,Sedentary,Walking,3.5,618,180.0
53,Female,73.2,162.0,27.9,Lightly Active,Walking,3.5,414,94.2
47,Male,73.7,155.9,30.3,Very Active,Yoga,2.5,311,97.9
43,Male,64.4,164.1,23.9,Lightly Active,Running,8.0,498,56.3
50,Male,48.6,167.0,17.4,Lightly Active,Running,8.0,546,68.2
42,Female,64.4,162.1,24.5,Moderately Active,Cycling,6.0,412,62.4
25,Male,58.7,164.0,21.8,Moderately Active,Walking,3.5,463,127.7
19,Female,51.2,157.9,20.6,Sedentary,Swimming,7.0,192,33.6
44,Female,40.0,161.1,15.4,Lightly Active,Walking,3.5,176,68.5
43,Male,67.0,169.2,23.4,Very Active,Walking,3.5,672,158.5
23,Female,54.4,163.6,20.3,Lightly Active,Yoga,2.5,418,171.7
44,Female,40.0,161.5,15.3,Lightly Active,Running,8.0,444,85.7
22,Female,60.0,161.4,23.0,Sedentary,Swimming,7.0,412,46.6
20,Male,64.5,169.1,22.6,Lightly Active,Running,8.0,649,69.9
56,Female,50.3,159.4,19.8,Moderately Active,Walking,3.5,514,166.9
43,Female,44.8,,16.7,Moderately Active,Yoga,2.5,343,180.0
47,Male,47.3,175.7,15.3,Moderately Active,Cycling,6.0,653,127.8
22,Male,49.8,,17.3,Very Active,Swimming,7.0,383,61.6
40,Female,,164.4,19.0,Moderately Active,Swimming,7.0,174,19.8
60,Male,74.5,165.9,27.1,Lightly Active,Walking,3.5,585,129.2
32,Male,66.5,182.4,20.0,Moderately Active,Swimming,7.0,680,92.0
37,Female,59.9,148.4,27.2,Very Active,Walking,3.5,565,145.2
25,Female,56.9,161.8,21.7,Moderately Active,Walking,3.5,602,176.1
52,Male,52.8,167.7,18.8,Lightly Active,Yoga,2.5,642,180.0
30,Male,71.7,183.1,,Moderately Active,Walking,3.5,401,89.0
54,Female,65.6,156.4,,Moderately Active,Cycling,6.0,220,35.1
46,Male,68.5,159.3,27.0,Sedentary,Walking,3.5,553,128.8
53,Female,48.9,158.4,19.5,Lightly Active,Cycling,6.0,171,34.8
49,Male,61.2,176.7,19.6,Lightly Active,Running,8.0,604,69.6
21,Female,40.0,159.5,15.7,Moderately Active,Walking,3.5,220,97.1
32,Male,,186.2,24.6,Lightly Active,Walking,3.5,374,72.6
46,Male,61.9,167.5,22.1,Lightly Active,Running,8.0,372,48.6
41,Female,40.0,162.9,15.1,Lightly Active,Swimming,7.0,429,78.9
50,Female,59.0,159.5,23.2,Sedentary,Running,8.0,612,73.4
23,Female,52.6,160.5,20.4,Very Active,Running,8.0,406,56.9
54,Male,72.6,178.1,22.9,Lightly Active,Cycling,6.0,623,72.8
40,Male,63.4,174.7,20.8,Sedentary,Yoga,2.5,488,180.0
47,Female,59.4,150.1,26.4,Moderately Active,Swimming,7.0,507,70.5
39,Male,53.0,172.6,17.8,Sedentary,Cycling,6.0,166,38.8
38,Male,59.8,185.4,17.4,Sedentary,Running,8.0,280,28.8
32,Female,47.3,153.8,20.0,Lightly Active,Cycling,6.0,699,153.1
42,Male,68.4,163.2,25.7,Lightly Active,Running,8.0,464,53.8
57,Male,73.6,172.8,24.7,Sedentary,Cycling,6.0,225,29.7
41,Male,67.4,174.8,22.1,Lightly Active,Swimming,7.0,223,26.1
52,Male,64.6,181.8,19.6,Moderately Active,Running,8.0,430,50.8
39,Female,48.2,160.2,,Lightly Active,Walking,3.5,269,83.1
20,Female,55.7,155.0,23.2,Moderately Active,Running,8.0,267,36.4
43,Male,62.7,,22.5,Lightly Active,Cycling,6.0,664,105.7
24,Male,42.8,174.7,14.0,Lightly Active,Walking,3.5,574,180.0
50,Female,59.3,157.7,23.9,Very Active,Walking,3.5,514,139.6
41,Female,,161.6,19.1,Sedentary,Yoga,2.5,233,106.2
19,Male,81.6,163.8,30.4,Sedentary,Running,8.0,177,20.4
25,Female,51.6,162.6,19.5,Lightly Active,Cycling,6.0,335,57.4
18,Male,56.3,177.1,18.0,Sedentary,Walking,3.5,509,147.8
56,Male,78.0,177.9,24.7,Very Active,Swimming,7.0,320,34.0
22,Female,59.9,159.8,23.5,Very Active,Walking,3.5,317,80.3
50,Male,72.2,159.8,28.3,Very Active,Cycling,6.0,476,58.6
32,Male,62.0,162.4,23.5,Very Active,Cycling,6.0,541,86.1
27,Male,59.0,158.2,23.6,Lightly Active,Swimming,7.0,637,86.8
24,Female,63.3,159.5,24.9,Lightly Active,Walking,3.5,550,142.9
31,Male,67.9,159.7,26.6,Lightly Active,Walking,3.5,451,106.2
26,Male,56.7,177.7,17.9,Moderately Active,Walking,3.5,238,67.2
55,Female,40.0,169.2,14.0,Sedentary,Running,8.0,607,110.7
18,Female,66.7,158.5,26.6,Lightly Active,Cycling,6.0,504,71.3
46,Female,60.9,160.7,23.6,Sedentary,Walking,3.5,298,84.0
28,Male,79.5,162.2,30.2,Lightly Active,Walking,3.5,238,57.4
37,Male,50.5,188.5,14.2,Lightly Active,Swimming,7.0,384,57.5
35,Male,56.8,170.8,19.5,Lightly Active,Walking,3.5,470,130.5
56,Male,56.2,176.1,18.1,Lightly Active,Walking,3.5,225,69.0
24,Male,71.1,169.7,24.7,Lightly Active,Walking,3.5,159,34.7
58,Female,56.3,159.4,22.2,Lightly Active,Swimming,7.0,430,57.3
57,Female,60.0,163.6,22.4,Very Active,Walking,3.5,449,128.2
24,Female,52.9,161.7,20.2,Very Active,Swimming,7.0,564,85.3
19,Female,40.1,152.1,17.3,Moderately Active,Yoga,2.5,307,166.3
28,Female,61.7,164.9,22.7,Moderately Active,Walking,3.5,253,66.3
39,Male,65.7,164.8,24.2,Lightly Active,Walking,3.5,180,46.4
46,Female,,159.1,21.2,Lightly Active,Yoga,2.5,529,180.0
23,Female,48.2,162.8,18.2,Moderately Active,Walking,3.5,251,88.8
58,Female,40.8,,14.1,Very Active,Walking,3.5,202,80.0
25,Female,55.3,,21.3,Lightly Active,Cycling,6.0,423,69.5
28,Male,72.2,186.0,20.9,Lightly Active,Cycling,6.0,207,19.6
54,Male,71.5,164.2,26.5,Very Active,Walking,3.5,622,148.2
53,Male,69.7,170.9,23.9,Lightly Active,Cycling,6.0,517,72.3
58,Female,62.8,140.3,31.9,Sedentary,Running,8.0,319,43.1
54,Female,50.4,163.9,18.7,Moderately Active,Swimming,7.0,549,92.3
40,Male,65.3,172.3,22.0,Sedentary,Walking,3.5,586,147.3
54,Female,50.8,161.4,19.5,Lightly Active,Cycling,6.0,457,80.4
42,Male,,153.5,29.1,Lightly Active,Swimming,7.0,338,40.6
31,Male,44.2,168.4,15.6,Sedentary,Walking,3.5,188,70.9
18,Female,61.3,143.9,29.6,Sedentary,Swimming,7.0,625,85.6
26,Male,61.0,164.2,22.6,Lightly Active,Swimming,7.0,689,96.8
33,Female,,161.6,20.9,Moderately Active,Walking,3.5,436,123.4
53,Male,59.2,167.8,21.0,Lightly Active,Yoga,2.5,191,65.7
29,Male,60.4,173.8,20.0,Lightly Active,Walking,3.5,168,53.2
45,Female,63.6,165.3,23.3,Lightly Active,Running,8.0,698,68.5
28,Female,78.3,161.4,30.1,Sedentary,Swimming,7.0,417,47.6
40,Female,45.8,164.9,16.8,Very Active,Cycling,6.0,237,53.5
50,Male,81.7,172.7,27.4,Very Active,Running,8.0,513,44.0
32,Male,71.6,174.9,23.4,Sedentary,Swimming,7.0,526,57.5
35,Male,66.1,168.5,23.3,Moderately Active,Cycling,6.0,471,70.2
58,Female,45.5,158.2,18.2,Moderately Active,Walking,3.5,337,123.0
26,Female,60.8,166.8,21.9,Moderately Active,Cycling,6.0,191,29.5
18,Male,59.5,168.7,20.9,Moderately Active,Swimming,7.0,590,81.4
25,Female,62.2,156.5,25.4,Lightly Active,Running,8.0,488,50.5
